Iniciativa,Tipo,Descrição,Estagio,Âmbito,Periodicidade,Estado,Município,Links Relacionados,latitude,longitude,Categoria
Mega Moqueca,Evento / Festival;,"O evento Mega Moqueca já aconteceu durante três anos consecutivos( 2008,2009,2010) no município de Belmonte. Nas edições anteriores levava o nome de Maior Moqueca do Mundo.  Na última edição foram, entre outros ingredientes, 700 quilos de peixe, 65 litros de leite de coco, 70 quilos de cebola, 40 quilos de pimentão.  Servida para aproximadamente 2 mil pessoas, entre elas 700 crianças da rede pública de ensino de Belmonte. A moqueca já foi preparada em uma panela  de barro mas a de de ferro, com 1,52 metro de boca foi a ideal. O evento dura um final de semana e também conta com apresentações musicais, oficinas culturais e gastronômicas. Resgatar esse evento é uma maneira de atrair o turismo para a cidade que oferece uma culinária riquíssima não apenas se tratando de moqueca mas também de variados pratos e doces caseiros principalmente com o cacau.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,BA,Belmonte,https://www.atarde.uol.com.br/bahia/noticias/1267634-maior-moqueca-do-mundo-serve-2-mil-pessoas-em-belmonte;https://atarde.uol.com.br/bahia/salvador/noticias/1269051-moqueca-gigante-e-atracao-em-belmonte;,-15.8608,-38.8758,D
Festa Das Naçoes,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Uma Festa reunindo cultura gastronomuca de Diversos estados e paises diferentes.,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Bernardino de Campos,https://www.facebook.com/SecretariaMunicipalCulturaTurismo;https://www.facebook.com/SecretariaMunicipalCulturaTurismo;,-23.0164,-49.4679,D
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,"Inserimos o Plano Municipal de turismo de Bodoquena, pois nele relata o prato típico de Bodoquena que se chama Palga Serrana. Uma mistura de palmito de bacuri com galinha caipira e daí vem a junção de palmito (Pal) e galinha (ga) e Serrana pois a cidade é também conhecida carinhosamente como cidade serrana.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Bodoquena,http://redeglobo.globo.com/tvmorena/noticia/2013/03/meu-ms-confira-receita-de-um-prato-tipico-de-bodoquena-palga-serrana.html;https://www.bodoquena.ms.gov.br/noticias/prefeitura-de-bodoquena-divulga-programacao-em-celebracao-aos-39-anos-da-cidade/326;,-20.537,-56.7127,D
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,"Inserimos o Plano Municipal de turismo de Bodoquena, pois nele relata o prato típico de Bodoquena que se chama Palga Serrana. Uma mistura de palmito de bacuri com galinha caipira e daí vem a junção de palmito (Pal) e galinha (ga) e Serrana pois a cidade é também conhecida carinhosamente como cidade serrana.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Bonito,http://redeglobo.globo.com/tvmorena/noticia/2013/03/meu-ms-confira-receita-de-um-prato-tipico-de-bodoquena-palga-serrana.html;https://www.bodoquena.ms.gov.br/noticias/prefeitura-de-bodoquena-divulga-programacao-em-celebracao-aos-39-anos-da-cidade/326;,-21.1261,-56.4836,B
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,"Inserimos o Plano Municipal de turismo de Bodoquena, pois nele relata o prato típico de Bodoquena que se chama Palga Serrana. Uma mistura de palmito de bacuri com galinha caipira e daí vem a junção de palmito (Pal) e galinha (ga) e Serrana pois a cidade é também conhecida carinhosamente como cidade serrana.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Miranda,http://redeglobo.globo.com/tvmorena/noticia/2013/03/meu-ms-confira-receita-de-um-prato-tipico-de-bodoquena-palga-serrana.html;https://www.bodoquena.ms.gov.br/noticias/prefeitura-de-bodoquena-divulga-programacao-em-celebracao-aos-39-anos-da-cidade/326;,-20.2355,-56.3746,C
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,"Inserimos o Plano Municipal de turismo de Bodoquena, pois nele relata o prato típico de Bodoquena que se chama Palga Serrana. Uma mistura de palmito de bacuri com galinha caipira e daí vem a junção de palmito (Pal) e galinha (ga) e Serrana pois a cidade é também conhecida carinhosamente como cidade serrana.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Campo Grande,http://redeglobo.globo.com/tvmorena/noticia/2013/03/meu-ms-confira-receita-de-um-prato-tipico-de-bodoquena-palga-serrana.html;https://www.bodoquena.ms.gov.br/noticias/prefeitura-de-bodoquena-divulga-programacao-em-celebracao-aos-39-anos-da-cidade/326;,-20.4486,-54.6295,A
Festival De Inverno,Evento / Festival;,O Festival de Inverno é um evento que já tem tradição na cidade de Boituva pois já esta na sua 15° edição com 4 dias de duração. É muito conhecido pelas suas apresentações e principalmente pela ampla praça de gastronomia.,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Boituva,https://www.google.com/search?q=festival+de+inverno+em+Boituva&sxsrf=ALeKk01TVgyAgrads1HAFjSky8xM95Q2KA:1623180148838&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiVzLWh4YjxAhX6rpUCHeRnAzIQ_AUoAXoECAEQAw&biw=1366&bih=657#imgrc=VOrKdf4NRgcnlM;,-23.2855,-47.6786,C
Festa Da Gila E Do Queijo Artesal Serrano,Evento / Festival;Produto Turístico de Gastronomia;,"Festa da Gila e do queijo artesal serrano, está festa é típica onde os produtores tem tendas para venderem os produtos locais, e os expositores do queijo artesanal serrano o qual é exclusivo da nossa região. Temos nesta festa além do queijo artesal serrano, os doces de gila (tipicamente dos Campos de Cima da Serra), rapadura de leite, paçoca de pinhão, bijagica, bolinho frito, rocas qualhada.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RS,Bom Jesus,https://www.bomjesus.rs.gov.br/noticias/edital-festa-da-gila-e-do-queijo;https://www.bomjesus.rs.gov.br/noticias/12a-festa-da-gila-e-5a-festa-do-queijo-artesanal-serrano-1;,-28.6697,-50.4295,D
Festival Gastronômico Sabores De Bonfim,Evento / Festival;Produto Turístico de Gastronomia;,"Um final de semana reunindo os amigos para degustar o melhor da gastronomia de Bonfim em frente ao Santuário. Com um clima descontraído e familiar o Festival Gastronômico Sabores de Bonfim reúne os principais estabelecimentos com pratos que unem os sabores da cidade, valorizando a cultura e atrações culturais.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Bonfim,https://www.facebook.com/prefeiturabonfimmg/?__cft__[0]=AZVnlQZev_heLwgDiFrgHmxupswcL74dzbxqATJiMVmYQMAGiHwUNyUK0krrOsXoSOLgjmiM1SZH2F8yWACQfBRueUW_FQW0H_AIK6QDUDEaOL2DBAKfMLqs1np-BRvPqFUhK3hPK2BsKr4zLywlOqhpWhz92A5MFILI-BnhQN1S62wC1OU4ei14M7FeoTlBUBM&__tn__=-UC%2CP-R;https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQyNTYyNTMxMTAyMjQy?story_media_id=2028701678229576578_8532998421&utm_medium=copy_link;https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQyNTYyNTMxMTAyMjQy?story_media_id=2039397296103130920_8532998421&utm_medium=copy_link;https://www.instagram.com/s/aGlnaGxpZ2h0OjE4MDQyNTYyNTMxMTAyMjQy?story_media_id=2039398377671532332_8532998421&utm_medium=copy_link;https://www.facebook.com/circuitoveredas/photos/a.2121024941288477/2322593384464964;https://www.minasgerais.com.br/pt/eventos/bonfim/festival-gastronomico-sabores-de-bonfim;https://www.youtube.com/watch?v=ze9_ZZyeT5s;,-20.3302,-44.2366,E
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bonito,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-21.1261,-56.4836,B
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bodoquena,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-20.537,-56.7127,D
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Porto Murtinho,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-21.6981,-57.8836,D
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Jardim,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-21.4799,-56.1489,C
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Guia Lopes da Laguna,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-21.4583,-56.1117,Sem informação
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bela Vista,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-22.1073,-56.5263,D
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Nioaque,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-21.1419,-55.8296,D
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,"O festival é uma homenagem à Guavira, fruta típica do cerrado e muito presente na região. O evento oferece encontros gastronômicos, palestras e ofertas da culinária, shows, oficinas de arte e exposições. Consolidado no calendário de eventos do Município, o festival apresenta a cultura local aos seus visitantes e a diversidade de pratos criados a partir do fruto.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Campo Grande,https://www.instagram.com/turismobonitoms/;https://www.bonito.ms.gov.br/2019/12/03/16-festival-da-guavira-sera-no-proximo-sabado-e-domingo/;,-20.4486,-54.6295,A
Bonito Delivery,Projeto Promocional;,"Projeto consiste em aplicativo de delivery para os empreendimentos locais. Os bares, restaurantes entre outros cadastram-se no aplicativo e já começam a receber pedidos direto dele.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MS,Bonito,https://www.bonitodelivery.com.br/;https://ms.abrasel.com.br/noticias/noticias/aplicativo-bonito-delivery-e-o-novo-atrativo-para-os-consumidores/;,-21.1261,-56.4836,B
Mostra Gastronômica,Projeto de Qualificação;Projeto Promocional;Projeto Social;Produto Turístico de Gastronomia;,"O objetivo do evento é disseminar a cultura de nosso estado, aproximar as pessoas desse universo gastronômico, apresentando os sabores e mostrando a qualidade dos nossos chefs e suas receitas. .É um projeto voltado para o setor de alimentação fora do lar, desta forma, valorizando a cultura e fazendo um giro na economia local.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bonito,https://mostragastronomicabonito.com.br/;https://abrasel.com.br/noticias/noticias/abrasel-organiza-cozinha-show-no-20-festival-de-inverno-de-bonito/;,-21.1261,-56.4836,B
Oficina Gastronômica Na Feira Do Produtor,Evento / Festival;Projeto de Qualificação;Projeto Social;Produto Turístico de Gastronomia;,"É oficina gastronômica realizada duas vezes por ano, com musica ao vivo, e diferentes barracas com a gastronomia local, possibilitando rodas de negócios e qualificações.",Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Bianual,MS,Bonito,https://www.bonito.ms.gov.br/2017/08/25/video-feira-dos-produtores/;,-21.1261,-56.4836,B
Festival Junino De Bragança,Evento / Festival;,"A Prefeitura Municipal de Bragança, através da Secretaria Municipal de Turismo (SETUR)  e da Secretaria Municipal de  Cultura e Desportos (SECULD)realiza o Festival Junino de Bragança, apresentando o grande movimento, produção e criação de expressões culturais durante o evento, assim, a dança, a música, o sabor, o cheiro, o fazer, o bordar e outros saberes da região bragantina todos juntos num grande arraial, apresentados no período 4 dias no mês de junho, em uma tradição de 33 anos, realizado na praça de eventos da cidade. O festival junino é um evento tradicional, aguardado com ansiedade e prestigiado pela população bragantina, cidades circunvizinhas e turistas. O evento reúne um público estimado em 50.000 (cinquenta mil) pessoas em quatro dias de programação e conta com a apresentação de vários grupos de: quadrilhas juninas, bois-bumbás e cordões de pássaros, além de barracas de vendas de comidas típicas, uma Casa de Farinha onde as farinhas d’água e de tapioca são produzidas na hora e embaladas no paneiro, entre outros produtos derivados da mandioca. O evento dispõe também da Casa Caeteuara, onde os artesanatos típicos da região são comercializados e a Casa do Xote, um dos pontos altos do festival, é um espaço onde os participantes do evento poderão dançar ao som do xote bragantino tocado na rabeca. A peculiaridade desse evento influenciou na escolha do município como representante da Região Norte em um processo de seleção promovido pelo Ministério do Turismo e a Embratur para receber apoio para promover seu festejo junino em nível nacional e internacional, com ações de promoção, comunicação e apoio à comercialização. Devido a isso também, contamos em 2017 com as ilustres presenças do Ministro do Turismo, Marx Beltrão, e do Ministro da Integração Nacional, Helder Barbalho durante o evento.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,PA,Bragança,https://festivaljuninobrag.wixsite.com/braganca;https://www.flickr.com/photos/ministeriodoturismo/albums/72157681972238324;@seturbraganca;,-1.06126,-46.7826,C
Tour Gastronômico De Inverno - Sabores Das Montanhas  11 ° Edição,Evento / Festival;,"Vem aí a 11° Edição do Tour Gastronômico de Inverno - Sabores das Montanhas   Criar receitas não é simplesmente arranjar ingredientes em um recipiente, cozinhar e servir.  Quem ama gastronomia, mais que preparar um prato, está contando uma história onde se destacam o cuidado, a paixão pelo que se faz, o jeito próprio de ver o mundo.  Os estabelecimentos participantes valorizam essa história de amor, entre os culinaristas, e as suas criações, as lembranças e as sensações despertadas pelos ingredientes e temperos”.  O objetivo é divulgar a excelência dos diversos sabores espalhados pelos restaurantes, padarias, cafés, bares, lanchonetes e pousadas, existentes em Bueno Brandão, fortalecer ainda mais a gastronomia local e oferecer aos visitantes  e moradores a oportunidade de degustar os Sabores das Montanhas.  COMO FUNCIONA:   Os estabelecimentos participantes, oferecerão durante todo o período do “Tour Gastronômico”, pratos com produtos típico da região. (ex: batata, morango, café entre outros.)",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Bueno Brandão,https://www.facebook.com/tourgastronomicobb/;,-22.4383,-46.3491,C
Butecando,Evento / Festival;,"O Butecando é um festival gastronômico proposto e organizando pela Prefeitura Municipal de Caeté através da Fundação Casa de Cultura e Secretaria de Turismo, Cultura e Patrimônio no intuito de incentivar a produção, comercialização e valorização da gastronomia local como fator de incremento cultural e de desenvolvimento econômico no Município de Caeté.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Caeté,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FPrefeituraMunicipaldeCaete%2Fposts%2F2987399181377177%2F;,-19.8826,-43.6704,B
Festival Gastronomico De Cajuri,Evento / Festival;,FORTALECER A RICA GASTRONOMIA LOCAL E A CRIAR UMA IDENTIDADE DO TURISMO GASTRONOMICO AO MUNICIPIO DE CAJURI.,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Cajuri,NAO HOUVE EDIÇÃO;NÃO HOUVE EDIÇÃO;,-20.7903,-42.7925,Sem informação
Chefs Campinas,Evento / Festival;,"O evento gastronômico Chefs Campinas, realizado desde 2013, integra a programação do aniversário da cidade de Campinas a ser realizado pela Prefeitura Municipal de Campinas e o Campinas e Região Convention & Visitors Bureau no mês de Julho. O Chefs é um tradicional evento gastronômico ao ar livre, realizado na Praça Carlos Gomes, onde reunia-se os restaurantes mais renomados de Campinas e região, na qual eram oferecidos pratos e lanches a preços acessíveis a população.  O evento foi oficializado através da Lei nº 15.062/2015.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,https://www.campinas.sp.gov.br/noticias-integra.php?id=38966;https://g1.globo.com/sp/campinas-regiao/noticia/2019/07/13/campinas-245-anos-evento-reune-gastronomia-aulas-e-atracoes-musicais-neste-domingo.ghtml;,-22.9053,-47.0659,A
Degustart,Evento / Festival;,"O festival gastronômico DegustArt acontece no mês de agosto no Parque Portugal (Lagoa do Taquaral). A proposta é cardápios exclusivos com valores democráticos e uma programação cultural musical para todos os gostos. O festival é uma iniciativa da ABRASEL RMC – Associação dos Bares e Restaurantes da região metropolitana de Campinas em parceria com a Prefeitura. O DegustArt fomenta a gastronomia local, onde visitantes e turistas vêm a Campinas para aproveitar o final de semana movimentando a cidade e o comércio local.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,https://www.campinas.sp.gov.br/noticias-integra.php?id=36843;https://campinas.com.br/agenda/festival-degustart-leva-gastronomia-e-musica-a-lagoa-do-taquaral-no-fim-de-semana/;,-22.9053,-47.0659,A
Festa Das Nações,Evento / Festival;,"A Festa das Nações é um evento anual, cultural e gastronômico, onde há uma praça gastronômica com comidas típicas de diversos países, espaços culturais, exposições, artesanato, danças típicas e apresentações dos países participantes. O evento conta com a participação de diversos consulados e comunidades estrangeiras. A proposta é difundir a cultura das nações, aproximar os munícipes, socializar as pessoas e fomentar o turismo local. Realizado na Estação Cultura, uma das 7 Maravilhas de Campinas, um patrimônio histórico onde hoje é um palco de diversas manifestações culturais e artísticas. O evento foi retomado em 2018, após um intervalo de 13 anos.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,https://g1.globo.com/sp/campinas-regiao/noticia/2019/08/31/festa-das-nacoes-reune-culinaria-e-cultura-de-19-paises-e-nacoes-refugiadas-em-campinas.ghtml;https://portalcultura.campinas.sp.gov.br/programacao/2019/exposicao/festa-das-nacoes-promove-culinaria-cultura-dos-povos-campinas;,-22.9053,-47.0659,A
Festival Gastronômico De Inverno De Sousas E Joaquim Egídio,Evento / Festival;,"A 14º edição foi realizada em 2019, a abertura ocorre sempre na Praça Beira Rio no mês de Junho e continua nos restaurantes participantes, promovido pela Adegas (Associação dos Dirigentes de Estabelecimentos de Gastronomia – Sousas e Joaquim Egídio) em parceria com a Prefeitura.  O festival oferece ao público, diversas opções culinárias dos restaurantes participantes. O evento atrai um grande público, devido ao quesito gastronomia, cultura, o charme e “ar interiorano” dos distritos. O evento foi oficializado através da Lei nº 12.642/2006.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,"https://www.campinas.sp.gov.br/noticias-integra.php?id=36504;https://www.acidadeon.com/campinas/lazerecultura/giro/NOT,0,0,1425883,sousas+e+joaquim+terao+14+festival+gastronomico+de+inverno.aspx;",-22.9053,-47.0659,A
Polo Beer,Evento / Festival;,"A realização do evento 1º Polo Beer, a ser realizado pelo Polo Cervejeiro da Região metropolitana de Campinas, juntamente com a Prefeitura de Campinas.  O Polo Cervejeiro da RMC é uma entidade que reúne 14 das 24 cervejarias artesanais sediadas na região. De acordo com a Associação Brasileira de Cerveja Artesanal (Abracerva), o ramo cresceu 91% nos últimos três anos com abertura de 600 novas cervejarias em todo o território nacional. Em maio de 2019, o País atingiu o número de mil micro cervejarias distribuídas em mais de 500 municípios. O evento ocorreu em 2 dias no mês de outubro, realizado na tradicional Praça Carlos Gomes com diversas opções de cervejas artesanais e uma praça gastronômica em harmonia com as bebidas oferecidas.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Campinas,https://correio.rac.com.br/2019/10/campinas_e_rmc/876982-polo-beer-festival-atrai-10-mil-a-carlos-gomes.html;https://www.campinas.sp.gov.br/noticias-integra.php?id=37509;,-22.9053,-47.0659,A
Festa Estadual Da Ovelha,Evento / Festival;,"A maior festa do Paraíso da Serra acontece anualmente, em março, próximo ao dia 18, data de comemoração do aniversário de Campo Alegre. Cerca de 100 mil pessoas circulam pela cidade durante os três dias de festa. Show nacional, apresentações culturais, gastronomia típica com carne de ovelha, artesanato local, exposições agropecuárias e esportes são algumas das atrações que atraem famílias de diversas regiões para prestigiarem a Capital Estadual da Ovelha.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Campo Alegre,https://turismo.campoalegre.sc.gov.br/o-que-fazer/item/festa-estadual-da-ovelha;,-26.195,-49.2676,D
Festival De Petisco De Farol,Evento / Festival;Projeto de Qualificação;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"Sempre realizado aos finais de semana do mês de Outubro, o mesmo acontece na praia de Farol de São Thomé visando aquecer a economia local gerando novas oportunidades ao comércio de petiscos de toda ordem.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Campos dos Goytacazes,https://pt-br.facebook.com/pages/category/Event/I-Festival-de-Petiscos-de-Farol-de-S%C3%A3o-Tom%C3%A9-629291140438930/;,-21.7622,-41.3181,B
Sabores Coloniais De Candelária,Roteiro Gastronômico;,"O evento é uma idealização da Prefeitura Municipal, através da Secretaria de Turismo, Cultura e Esporte e da Emater/Ascar. Cada edição é realizada em uma localidade do interior, totalizando 10 etapas e conta com o apoio dos grupos comunitários. As comunidades envolvidas são: Travessão Schoenfeldt (Festival do Peixe), Linha do Rio (Festival Essen und Tanzen), Vila Fátima (Festival das Massas), Vila União (Festival da Galinha Colonial e Feijão), Rebentona (Festival da Bóia Forte), Linha Palmeira (Festival do Arroz), Pinheiro (Festival do Costelão e da Ovelha), Faxinal dos Porto (Festival do Churrasco), Quilombo (Festival da Cuca e da Linguiça) e Linha Bernardino (Festival do Porco no Rolete). O projeto foi desenvolvido visando a diversificação da economia local, a integração entre a zona urbana e rural e a valorização das identidades do interior do município, explorando um dos pontos altos, que é a gastronomia típica rural. Os eventos contam ainda, com apresentações artísticas locais, oportunizando dessa forma, que as comunidades do interior também possam ter acesso a cultura.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,RS,Candelária,https://www.portalarauto.com.br/Pages/120538/festival-da-gastronomia-sabores-coloniais-inicia-dia-19-em-candelaria;https://www.folhadecandelaria.com.br/ler-noticia/f8numv/sabores-coloniais:-festival-do-costelao-abriu-o-roteiro-de-2018.html;https://jornaldecandelaria.com.br/geral/galinha-caipira-e-feijao-no-roteiro-gastronomico-neste-domingo/;http://radiosantacruz.com.br/online/5o-festival-do-peixe-acontece-no-sabado/;https://www.folhadecandelaria.com.br/ler-noticia/7p4mhb/centenas-de-pessoas-prestigiam-o-festival-do-porco-no-rolete.html;https://www.gaz.com.br/candelaria-realiza-festival-da-comida-e-da-danca/;,-29.6684,-52.7895,E
